Contract,PaymentMethod_Electronic check,InternetService_Fiber optic,TotalCharges,TechSupport,PaperlessBilling,Dependents,SeniorCitizen,PhoneService,gender_Male,Churn
1,1,1,4445.3,1,1,0,0,1,1,0
2,0,0,978.6,0,0,0,0,0,0,0
3,0,0,1258.15,0,0,0,0,1,1,0
1,0,0,331.35,0,0,0,0,1,1,0
1,1,0,291.4,1,1,0,1,0,0,1
1,1,1,453.75,0,1,1,0,1,1,1
2,0,0,84.75,0,1,1,0,1,0,0
3,0,0,1715.1,0,0,1,0,1,1,0
3,0,0,1715.15,0,0,1,0,1,1,0
1,0,1,1597.25,0,1,0,0,1,1,1
3,0,0,1250.1,0,0,1,0,1,1,0
3,1,0,3996.8,0,1,1,0,1,0,0
3,0,0,5215.1,1,1,1,0,1,0,0
1,1,1,235.5,0,1,0,1,1,0,1
1,0,0,673.2,0,0,0,0,1,0,0
1,0,1,1442.2,0,1,1,0,1,1,0
2,0,1,5639.05,0,1,0,0,1,0,1
1,1,1,5222.35,1,1,0,1,1,0,0
3,1,1,7291.75,1,1,0,0,1,1,0
1,1,1,799.65,0,1,0,0,1,0,1
1,1,0,50.8,1,1,0,0,1,0,1
2,0,0,424.5,0,0,0,0,1,1,0
1,1,0,249.4,1,1,0,0,1,1,0
3,0,0,4415.75,1,0,1,0,1,0,0
2,1,1,5270.6,0,1,0,0,1,0,0
1,1,1,144.55,0,1,0,0,1,1,1
1,1,1,2447.95,0,1,0,0,1,1,1
2,0,0,2884.9,1,1,1,0,0,1,0
1,1,1,3050.15,0,1,0,0,1,1,1
1,0,0,253.0,1,1,0,0,1,0,0
1,0,1,4517.25,0,0,0,0,1,1,1
1,0,0,436.2,0,1,0,0,1,1,0
1,1,0,118.4,1,0,0,0,0,1,0
1,0,0,19.9,0,0,1,0,1,1,1
1,0,1,3649.6,0,0,0,0,1,0,0
1,1,1,1200.15,0,1,0,1,1,1,1
2,0,0,255.6,1,1,0,0,0,0,0
3,0,0,2395.05,1,0,1,0,0,1,0
1,1,1,70.6,0,1,0,0,1,0,1
1,0,1,5083.55,1,1,0,0,1,0,0
1,0,1,389.6,0,1,0,0,1,0,1
2,0,0,644.5,0,1,1,0,1,0,0
1,1,1,523.5,0,1,0,0,1,1,1
1,0,0,39.3,0,0,0,0,1,1,0
2,0,0,989.05,0,0,0,0,1,0,0
1,0,1,2406.1,0,1,0,0,1,0,0
3,0,0,638.55,0,0,0,0,1,1,0
3,0,0,191.1,0,0,1,0,1,0,0
1,1,0,4524.05,1,1,1,0,1,0,0
2,0,1,4664.2,0,1,0,0,1,0,0
2,1,1,3470.8,0,1,1,0,1,1,0
3,1,1,6910.3,0,1,1,0,1,1,0
3,0,0,4014.2,1,0,1,0,1,0,0
3,0,0,1288.0,0,0,0,0,1,0,0
1,1,1,2277.65,0,1,0,1,1,0,1
3,0,1,6375.8,0,1,0,0,1,0,0
1,1,0,24.8,0,1,0,1,0,0,1
2,0,1,5251.75,1,1,0,1,1,1,0
1,0,1,1505.45,0,1,0,0,1,0,0
2,0,1,6903.1,1,1,0,0,1,1,1
1,1,0,913.3,0,1,0,0,1,0,0
2,1,1,5535.8,0,1,1,0,1,0,0
3,0,0,815.55,0,1,1,0,1,1,0
1,0,1,1411.65,0,1,0,1,1,1,0
3,0,1,5602.25,0,0,0,1,1,0,0
3,0,1,8244.3,1,0,0,0,1,1,0
3,0,0,741.5,0,0,0,0,1,0,0
3,0,0,4375.8,1,0,1,0,1,1,0
1,1,1,1008.7,0,1,0,0,1,1,1
3,0,1,5968.4,0,1,0,1,1,1,0
1,1,1,3096.9,0,0,0,0,1,0,0
3,0,0,3901.25,1,1,0,0,1,1,0
1,0,1,2613.4,0,1,0,0,1,0,0
1,1,1,853.1,0,0,0,0,1,0,1
3,0,0,5661.7,1,1,1,0,1,0,0
1,0,0,794.25,0,1,0,0,1,1,1
2,1,0,695.05,0,1,0,0,1,0,0
1,1,0,160.8,1,0,0,0,1,0,1
2,0,1,5552.05,0,1,0,0,1,1,0
1,0,1,3275.15,0,1,1,0,1,1,0
2,0,1,4236.6,1,0,1,0,1,0,0
1,1,0,54.5,1,0,1,0,1,0,0
1,0,0,1174.35,0,1,0,1,1,0,1
1,1,1,741.7,0,1,0,0,1,1,1
1,0,1,3019.25,0,1,0,1,1,1,1
1,0,0,962.9,0,1,1,0,1,0,0
3,0,0,4759.75,1,0,0,0,1,0,1
3,0,0,1498.35,0,1,1,0,1,0,0
1,1,0,1233.15,0,0,0,0,1,1,0
1,0,1,4882.8,0,1,0,0,1,1,0
3,0,1,5411.65,0,1,1,0,1,1,0
1,0,0,19.65,0,0,0,0,1,1,1
1,0,0,148.05,0,0,0,0,1,0,0
2,0,1,3930.55,0,1,1,0,1,0,0
3,0,1,6895.5,1,0,1,0,1,1,0
1,0,1,84.65,0,1,0,0,1,1,1
2,0,1,6856.95,0,0,0,0,1,0,0
2,0,0,2658.8,0,0,1,0,1,0,0
3,0,0,3766.2,1,1,0,0,1,1,0
1,1,1,69.55,0,1,0,1,1,0,1
1,0,0,129.55,0,0,0,0,1,0,0
1,1,0,347.25,0,1,0,0,0,0,1
1,0,0,581.7,0,0,1,0,1,0,0
1,0,0,354.05,0,1,0,0,1,1,1
1,1,1,929.45,0,1,1,0,1,0,0
3,0,0,679.0,0,0,0,0,1,1,0
3,0,0,3846.75,1,1,0,0,1,0,0
2,0,0,4480.7,1,1,0,0,1,1,0
1,0,0,44.35,0,1,1,0,1,0,1
3,0,0,499.4,0,1,0,0,1,1,0
2,0,0,1553.2,0,1,0,0,1,0,0
2,0,0,219.5,0,1,1,0,1,1,0
2,0,1,5311.85,0,0,0,0,1,0,0
1,1,1,586.05,0,1,0,0,1,0,1
1,0,1,2576.8,0,1,0,0,1,1,0
3,0,1,6435.25,0,0,0,1,1,0,0
1,1,1,1993.25,0,1,0,0,1,0,0
1,0,0,1923.85,1,0,1,0,1,1,0
1,1,0,939.8,0,1,1,0,1,1,0
1,1,1,84.6,0,1,0,0,1,0,0
1,0,0,3092.65,0,1,1,0,1,1,1
1,0,1,415.55,0,1,0,1,1,0,1
3,0,0,5986.55,1,1,1,0,1,0,0
3,1,1,5487.0,1,1,0,0,1,1,0
1,1,1,651.5,0,0,0,0,1,0,0
1,0,0,45.4,0,1,0,0,1,0,0
1,1,1,73.65,0,1,0,1,1,1,1
2,0,0,2405.05,1,1,1,0,1,1,1
1,1,1,4458.15,0,1,0,0,1,0,1
3,1,1,6856.45,1,1,1,0,1,1,0
1,0,0,50.75,0,1,0,0,1,1,0
3,0,0,4735.2,1,0,0,0,1,1,0
2,0,0,682.15,0,1,1,0,1,1,0
2,0,1,4525.8,1,1,0,1,1,1,0
1,1,0,321.05,0,0,1,0,0,0,0
1,0,0,335.65,0,1,0,0,1,1,0
1,0,0,1424.4,0,0,0,0,1,1,0
3,0,0,1748.55,0,1,1,0,1,0,0
1,1,1,474.9,0,1,0,1,1,0,1
1,1,1,668.4,0,0,0,0,1,0,1
1,1,1,926.25,1,1,0,0,1,1,1
3,0,0,1077.95,0,0,1,0,1,1,0
2,0,0,2541.25,0,1,1,0,0,1,1
1,1,0,46.0,0,0,0,1,1,0,1
1,1,1,1156.1,0,1,0,1,1,1,1
3,0,0,3694.45,0,0,1,0,1,1,0
1,0,0,382.8,0,0,0,0,0,1,0
1,0,1,1167.8,0,1,0,1,1,1,1
2,0,0,746.75,0,0,1,0,1,1,0
2,0,1,3912.9,0,0,0,1,1,1,1
2,0,0,368.85,1,0,1,0,0,0,0
1,0,0,20.2,0,0,0,0,1,1,0
2,1,0,1654.7,1,1,0,0,1,0,0
3,0,0,1940.85,0,0,0,0,1,1,0
1,0,0,221.7,0,0,1,0,1,0,1
1,0,1,1794.65,0,0,0,0,1,1,0
3,0,0,5289.8,1,1,0,0,1,1,0
1,0,0,501.2,0,1,1,0,1,0,0
3,0,1,6140.85,1,1,0,1,1,0,0
1,0,0,48.45,0,1,0,0,1,0,0
3,0,0,309.25,0,0,1,0,1,0,0
1,0,0,201.1,0,0,0,0,1,1,1
2,0,1,6179.35,0,1,1,1,1,1,0
1,1,1,2838.7,0,1,1,0,1,1,1
1,0,0,55.7,0,0,0,0,1,1,0
2,0,1,4589.85,0,1,0,0,1,0,0
1,1,0,3735.45,1,1,0,0,1,1,0
1,0,1,70.15,0,1,0,0,1,0,1
1,0,1,477.55,0,1,0,0,1,0,0
3,0,0,2553.7,1,0,1,0,1,1,0
2,0,0,1342.15,0,1,1,0,1,0,0
2,0,0,1216.35,0,1,1,0,1,1,0
2,0,1,7578.05,0,0,0,1,1,0,0
2,0,0,2603.95,1,1,0,0,1,1,0
1,0,0,42.7,0,0,0,0,1,1,0
2,0,1,6056.9,0,1,0,0,1,0,0
2,0,0,2983.65,0,0,1,0,0,1,0
3,0,0,689.35,0,0,0,0,1,0,0
1,0,1,2025.1,0,1,0,1,1,0,0
1,1,1,1747.2,0,0,1,0,1,1,0
3,0,0,4657.95,1,1,1,0,1,0,0
1,0,0,296.1,0,1,0,0,0,1,1
3,0,1,8016.6,1,1,0,1,1,1,0
1,1,1,81.1,0,1,0,0,1,0,1
2,0,0,433.5,0,0,1,0,1,1,0
1,0,0,20.55,0,0,1,0,1,0,1
3,1,1,6428.4,1,1,0,0,1,0,1
3,0,0,5883.85,1,0,0,0,1,0,0
1,1,1,1043.8,0,0,0,1,1,0,0
1,1,1,6252.9,1,1,0,0,1,1,1
1,0,1,1857.25,0,0,0,1,1,1,0
1,0,0,146.4,1,0,0,0,0,1,0
1,1,1,240.45,0,1,0,0,1,0,1
3,0,0,1724.15,0,0,0,0,1,1,0
1,1,1,315.3,1,1,0,0,1,0,1
2,0,0,429.55,0,0,0,1,1,1,0
1,0,0,356.15,0,1,0,0,1,1,0
2,0,0,488.25,0,0,1,0,1,1,0
1,0,0,55.7,0,1,0,0,1,1,1
3,0,0,1298.7,0,1,0,0,1,0,0
3,0,0,1378.75,0,0,1,0,1,0,0
1,1,1,973.45,0,1,0,0,1,1,1
1,1,1,384.25,0,0,0,0,1,0,0
3,0,1,8543.25,1,1,1,0,1,0,0
1,1,0,389.95,0,1,0,0,0,0,0
1,0,1,5731.85,1,0,0,0,1,1,0
1,1,0,20.65,0,0,0,0,1,1,0
1,0,1,4275.75,1,1,0,1,1,0,0
1,0,0,84.5,0,0,0,0,1,0,0
3,0,0,1924.1,0,0,0,0,1,1,0
1,1,0,669.85,0,1,0,0,0,0,1
3,0,0,5784.3,0,0,0,0,1,1,0
2,0,1,5166.2,1,0,0,1,1,0,0
1,0,1,4060.55,1,1,0,0,1,0,0
1,0,1,267.4,1,1,0,1,1,0,1
1,1,1,3532.85,0,1,1,0,1,0,0
2,1,0,4914.8,0,1,0,0,1,1,0
3,0,0,5315.8,1,1,0,0,1,1,0
1,1,1,69.85,0,1,0,1,1,0,1
1,1,0,775.6,0,0,0,0,1,0,0
2,0,0,5445.95,1,0,1,0,1,1,0
1,0,0,53.55,0,1,0,0,1,0,1
2,1,0,1007.8,0,0,0,0,1,1,0
3,0,0,833.55,0,0,1,0,1,0,0
3,0,1,6579.05,1,0,1,0,1,0,1
2,0,0,1004.5,0,0,0,0,1,1,0
3,1,1,7856.0,1,1,1,0,1,1,1
3,0,0,1183.05,0,0,0,0,1,0,0
1,1,1,2169.75,0,0,0,1,1,0,1
1,0,1,896.9,0,1,0,0,1,1,1
1,0,0,19.3,0,1,0,0,1,1,1
2,0,0,501.35,0,0,0,0,1,0,0
2,0,1,4126.35,0,1,0,1,1,0,0
1,0,0,49.65,0,1,0,0,1,1,1
3,0,0,2460.15,1,0,0,0,1,0,1
1,0,0,477.6,0,1,1,0,1,1,0
1,1,1,370.65,0,1,0,0,1,1,1
3,0,0,265.75,0,0,0,0,1,1,0
2,0,0,2424.45,1,1,0,0,1,1,0
1,1,1,1849.95,0,1,1,0,1,0,0
1,0,0,61.05,0,0,0,0,1,0,0
3,0,0,1698.55,0,0,0,0,1,0,0
1,0,1,1910.6,1,1,0,1,1,1,1
2,0,0,998.1,0,0,1,0,1,0,0
1,0,1,890.6,1,1,0,0,1,1,1
1,0,1,529.5,0,1,1,0,1,1,1
2,0,0,1383.6,1,0,1,0,0,0,0
3,0,0,493.4,1,1,0,0,1,1,0
1,0,0,48.6,0,1,0,0,1,0,1
1,1,1,1207.0,0,1,0,0,1,1,0
1,0,0,563.5,0,0,1,0,1,1,0
2,0,0,864.55,1,0,1,0,1,1,0
1,1,0,2109.35,0,1,0,1,0,0,1
2,0,0,701.05,1,0,1,0,1,0,0
1,0,1,2265.25,0,1,0,0,1,1,1
1,1,1,220.6,0,1,0,0,1,0,1
1,0,1,5749.8,1,1,0,1,1,0,0
2,0,0,2796.45,1,1,0,0,1,0,0
3,0,0,5165.7,1,1,1,0,1,0,0
2,0,1,5696.6,0,1,1,0,1,1,0
1,0,0,20.2,0,1,0,0,1,1,1
1,1,0,2076.05,0,0,1,0,1,0,0
1,0,0,44.2,0,0,0,0,1,1,0
1,0,0,215.25,0,0,0,0,1,1,0
2,0,1,1859.5,0,1,0,1,1,0,0
3,0,1,7470.1,0,1,0,0,1,1,0
1,0,1,229.5,0,1,0,0,1,0,1
1,0,1,2470.1,1,1,0,0,1,1,1
1,1,0,2092.9,1,1,0,0,1,1,0
1,0,1,5629.55,0,1,0,1,1,1,0
1,1,0,469.85,0,1,1,0,1,0,0
1,0,0,733.95,0,0,0,0,1,0,0
1,1,1,485.25,0,1,0,1,1,1,0
1,1,1,1244.5,0,1,0,0,1,0,1
1,0,0,20.05,0,0,0,1,1,1,1
1,1,1,3994.45,0,1,0,0,1,0,1
1,0,0,78.25,0,0,0,0,0,1,0
3,0,0,1131.5,0,0,0,0,1,1,0
1,0,0,184.05,0,0,1,0,1,1,0
1,1,0,19.9,0,1,1,0,1,0,1
1,0,0,1178.75,0,1,0,0,1,0,0
1,1,0,667.7,0,0,0,0,0,1,1
2,0,1,5629.15,0,0,1,0,1,1,0
1,1,0,19.95,0,0,0,0,1,1,1
1,0,0,109.3,0,0,0,0,1,1,0
1,1,1,79.6,0,0,0,0,1,1,1
2,0,0,958.45,0,0,1,0,1,1,0
2,0,0,403.15,0,0,0,0,1,0,0
1,1,1,75.9,1,1,0,0,1,1,1
1,1,1,76.2,0,0,0,0,1,1,1
2,0,0,4392.5,0,1,0,0,1,1,0
1,0,0,19.25,0,0,1,0,1,1,1
1,0,0,3168.0,0,1,0,0,1,0,0
2,1,0,1096.6,0,1,1,1,0,0,0
1,0,0,669.45,0,0,0,0,1,0,0
2,1,0,2343.85,0,0,1,0,1,1,0
1,1,1,3588.4,1,1,0,0,1,0,1
1,1,0,48.6,0,1,0,0,1,0,0
1,1,1,522.95,0,1,0,0,1,0,1
3,0,1,7511.9,0,0,0,1,1,1,0
3,0,0,1725.0,0,1,0,0,1,1,0
1,1,0,49.75,0,0,0,0,1,1,0
1,1,1,1691.9,0,1,0,0,1,1,0
1,1,1,2248.05,0,1,0,0,1,1,0
3,0,0,4479.2,1,1,0,0,1,1,0
2,0,0,3471.1,0,1,1,0,1,0,0
1,1,0,63.0,0,1,0,0,1,1,0
1,1,1,70.25,0,1,0,0,1,0,1
1,1,1,3314.15,0,1,1,0,1,0,0
1,0,1,865.55,0,1,0,1,1,0,1
1,0,0,852.7,0,1,0,0,0,1,0
2,0,0,1930.9,0,0,0,0,0,1,0
1,1,0,91.4,0,0,0,0,1,0,0
1,1,1,3949.15,1,1,0,1,1,0,0
2,0,1,4304.0,0,1,0,1,1,1,0
1,0,0,409.9,0,0,1,0,1,0,1
3,0,0,1554.9,0,0,0,0,1,0,0
2,1,0,3472.05,0,0,0,0,1,0,0
2,0,0,117.8,0,0,0,0,1,1,0
3,1,0,3210.35,1,0,1,0,0,0,0
1,0,1,207.4,0,1,0,0,1,1,0
1,1,0,19.75,0,0,1,0,1,1,0
2,1,1,3132.75,0,0,0,0,1,1,0
1,1,0,60.0,1,1,1,0,1,0,1
1,1,1,649.65,0,1,0,0,1,1,1
1,0,0,20.85,0,1,0,1,1,0,1
2,0,0,2106.3,1,0,0,1,1,0,0
1,1,0,35.0,0,0,0,0,0,0,0
1,1,0,2011.4,0,1,0,0,0,0,1
2,0,1,6205.5,1,1,0,1,1,0,1
3,1,0,903.7,0,0,1,0,1,1,0
1,0,1,503.6,0,1,0,1,1,1,1
2,0,1,3882.3,1,1,0,0,1,1,0
3,0,0,879.8,0,1,1,0,1,1,0
1,1,1,383.65,0,1,0,0,1,1,0
3,0,0,4390.25,1,1,0,0,0,1,0
2,0,0,68.2,0,0,0,0,1,1,0
1,0,0,452.8,1,0,1,0,1,1,0
3,0,0,5329.0,0,1,0,1,1,1,0
2,0,0,1758.9,1,1,0,0,1,0,0
3,0,1,5737.6,0,0,0,0,1,0,0
1,1,0,1152.7,1,1,0,0,1,1,1
2,1,1,7674.55,1,1,0,0,1,0,1
1,1,1,2157.95,0,0,1,0,1,1,1
1,1,1,1219.85,0,0,0,0,1,1,0
1,1,1,2414.55,1,1,0,1,1,1,0
1,0,0,1155.6,1,0,1,0,1,0,0
1,0,1,7548.1,0,1,1,1,1,1,1
3,0,0,1809.35,0,0,0,1,1,1,0
1,1,1,1564.4,0,1,0,0,1,0,0
1,0,0,19.65,0,0,0,0,1,1,0
1,1,1,75.7,0,1,0,0,1,0,1
1,1,0,84.4,0,0,0,0,1,0,0
1,0,1,864.85,0,1,1,1,1,0,0
2,0,0,228.75,0,0,0,0,1,0,0
3,1,1,7752.05,1,1,0,0,1,0,0
1,1,1,1951.0,0,0,0,1,1,0,1
1,0,0,470.6,0,1,0,0,1,0,0
3,0,0,4060.9,1,0,0,1,1,1,0
1,1,1,384.5,0,1,1,0,1,0,1
1,0,1,3432.9,1,1,0,0,1,1,1
1,1,0,108.65,0,1,1,0,1,1,0
3,0,0,3952.65,0,0,0,1,0,1,0
1,0,1,463.05,0,1,0,0,1,1,1
3,0,0,494.05,0,1,1,0,1,0,0
2,0,1,3416.85,0,1,0,0,1,0,0
3,0,0,1498.65,0,0,0,0,1,0,0
1,0,1,2867.75,1,1,0,1,1,0,1
1,0,1,4807.35,1,0,0,0,1,1,0
1,0,1,71.35,0,1,0,0,1,1,1
3,0,0,471.35,0,1,1,0,1,0,0
3,0,0,1041.8,0,1,1,0,1,0,0
3,1,1,7689.8,1,1,1,0,1,0,0
1,1,1,1132.35,1,0,0,0,1,0,1
1,0,0,1815.0,0,0,1,0,1,0,0
3,0,0,1311.3,0,1,0,0,1,1,0
1,0,0,199.45,0,1,0,0,1,0,0
1,1,1,1637.3,0,1,0,1,1,1,0
3,0,0,1326.35,0,0,1,0,1,0,0
3,0,0,6376.55,1,1,1,0,1,1,0
3,0,0,935.9,0,0,1,0,1,0,0
1,0,0,20.05,0,0,0,0,1,1,0
1,1,0,1611.15,1,0,1,0,1,1,0
1,0,0,20.6,0,0,0,0,1,1,1
3,0,1,6989.7,1,0,0,1,1,1,0
3,0,0,2779.5,1,0,1,0,0,1,0
1,1,1,1931.75,0,1,0,0,1,1,1
3,0,1,8331.95,1,1,0,1,1,1,0
3,0,0,735.9,0,0,0,1,1,0,0
2,1,0,2283.3,0,0,0,1,1,1,0
3,0,0,1445.2,0,1,1,0,1,0,0
1,0,1,818.05,0,1,0,0,1,0,1
2,0,0,2333.05,1,1,0,0,1,1,0
1,0,1,1992.55,0,1,0,0,1,0,0
2,1,1,5890.0,0,1,0,1,1,0,0
1,1,1,916.75,0,1,0,1,1,0,1
3,0,0,1029.8,0,0,0,0,1,0,0
3,0,0,1796.55,0,1,1,0,1,1,0
1,0,0,33.7,0,1,0,0,1,1,0
1,0,0,454.05,0,0,1,0,1,0,0
1,1,1,1392.25,0,1,0,1,1,1,0
3,0,0,1049.6,0,0,0,0,1,0,0
1,0,0,734.6,0,0,0,1,1,0,0
2,0,0,475.1,0,0,0,0,1,1,0
1,0,1,70.15,0,1,0,0,1,0,1
1,1,1,1540.05,1,1,0,1,1,1,0
3,0,0,1978.65,1,0,1,0,0,0,0
1,0,1,3181.8,1,1,0,1,1,1,0
1,1,1,229.7,0,1,0,0,1,0,0
3,1,1,5625.55,1,0,0,1,1,1,0
2,0,1,6581.9,0,1,0,1,1,0,1
2,0,0,1347.15,1,0,0,0,1,0,0
3,0,0,3808.2,1,1,0,0,1,0,0
2,0,1,3974.15,0,1,0,0,1,1,0
3,0,1,7661.8,0,1,1,0,1,0,0
2,0,0,2479.25,1,0,0,0,1,0,0
1,0,0,266.6,0,0,0,0,1,0,0
3,0,0,5601.4,1,1,1,0,1,1,0
1,1,0,1982.6,0,0,0,0,1,0,0
1,0,0,339.9,1,1,0,0,1,1,0
3,0,1,4828.05,0,0,1,0,1,1,0
3,0,0,5980.55,1,1,0,0,1,1,0
3,0,0,4808.7,1,0,0,0,1,1,0
1,0,0,20.3,0,0,0,0,1,0,0
2,1,1,3692.85,1,1,0,0,1,0,1
2,0,0,1068.15,0,0,1,0,1,1,0
1,1,1,2383.6,1,1,0,0,1,0,0
1,1,1,69.65,0,1,0,1,1,0,1
1,1,1,89.3,0,1,0,1,1,0,1
1,1,1,1438.05,0,0,0,0,1,0,0
3,0,0,917.45,0,1,1,0,1,1,0
3,0,0,6096.45,1,1,0,0,1,0,0
1,1,1,3078.1,1,1,0,0,1,0,1
1,1,0,99.95,0,1,0,0,0,0,0
3,0,0,475.2,0,0,0,0,1,0,0
1,1,0,2036.55,0,1,1,0,0,0,0
1,1,1,6444.05,0,1,0,0,1,1,0
1,0,1,1426.75,1,1,0,1,1,0,1
1,0,0,767.55,0,1,0,0,1,1,0
3,0,1,7932.5,1,1,0,1,1,1,0
1,1,1,4040.65,0,1,0,0,1,1,0
3,0,0,2768.65,0,1,1,0,0,0,0
1,0,1,1672.35,1,1,0,0,1,1,0
1,1,1,474.8,0,1,0,0,1,0,1
1,1,0,446.1,0,1,0,0,0,0,1
1,0,1,1345.65,0,0,0,0,1,0,0
1,1,1,2425.4,0,1,0,1,1,1,0
1,1,0,2077.95,0,1,0,0,1,0,0
1,1,1,416.3,0,1,0,0,1,1,1
3,0,0,1663.5,0,0,1,0,1,0,0
1,0,0,1286.05,0,0,0,1,1,1,0
1,1,0,35.85,0,1,1,0,1,0,1
3,0,0,1094.35,0,0,0,0,1,1,0
3,1,1,7719.5,1,1,0,0,1,1,0
1,0,1,514.6,0,1,0,0,1,0,0
1,1,1,1451.6,0,1,1,0,1,0,1
3,0,0,4932.5,0,0,0,0,1,1,0
1,1,1,71.0,0,1,1,0,1,1,1
3,0,1,5443.65,1,0,1,0,1,1,0
1,0,0,330.25,0,1,0,0,1,1,0
1,1,1,746.5,0,1,0,1,1,1,1
1,1,0,122.7,0,0,0,0,1,0,0
1,1,0,44.4,0,1,1,0,1,1,1
3,0,1,6631.85,0,0,0,0,1,1,0
3,0,1,8250.0,1,1,1,0,1,0,0
2,0,0,3561.15,0,1,0,0,1,1,0
2,1,0,1763.55,0,1,0,0,1,0,0
1,1,1,2419.0,0,0,0,1,1,0,0
1,0,0,470.2,0,1,0,0,1,0,0
3,0,0,5234.95,0,0,1,0,1,1,0
1,1,1,70.3,0,1,0,1,1,1,1
1,0,1,79.35,0,1,0,0,1,0,1
1,0,1,3097.0,0,1,1,0,1,1,0
3,0,0,1709.1,0,0,1,0,1,0,0
2,1,0,1848.8,1,0,1,0,0,1,0
2,0,0,723.3,0,0,1,0,1,1,0
1,0,1,809.75,0,1,0,0,1,0,1
1,1,1,1470.95,0,1,1,0,1,1,1
1,0,0,577.15,0,1,0,1,0,1,0
1,1,1,6914.95,0,1,0,0,1,0,0
3,0,0,602.9,0,0,1,0,1,0,0
2,0,0,124.4,0,0,0,0,1,1,0
1,1,0,96.8,0,0,0,0,0,0,0
1,1,0,3827.9,1,0,1,0,1,1,0
1,1,1,533.05,0,1,0,1,1,1,0
2,0,0,2961.4,0,1,1,0,1,0,0
2,1,0,3264.45,0,1,0,1,0,1,1
1,1,0,995.35,0,1,0,0,1,0,0
2,0,1,2815.25,0,1,0,1,1,1,0
1,0,1,154.8,0,1,0,0,1,0,0
1,1,1,246.3,0,1,0,0,1,0,1
1,1,1,257.6,0,0,0,0,1,0,0
2,0,1,5757.2,0,1,0,0,1,0,0
3,0,1,7517.7,1,0,1,0,1,1,0
3,0,0,1234.8,0,1,0,0,1,1,0
1,0,1,1389.2,0,0,0,1,1,1,1
2,0,1,3836.3,1,1,0,1,1,0,0
1,1,1,1474.75,0,1,0,1,1,1,1
2,1,1,6001.45,0,0,0,0,1,1,0
1,0,0,720.1,0,1,0,0,1,0,0
1,0,0,2832.75,0,1,0,0,1,0,0
1,0,0,472.25,0,1,0,0,1,0,0
1,1,1,1460.65,0,0,1,0,1,0,1
2,0,0,1336.35,0,0,0,0,1,0,0
3,0,0,6388.65,1,0,0,0,1,0,0
1,0,1,153.05,0,0,0,0,1,0,1
3,0,0,677.9,0,0,0,0,1,1,0
1,0,1,1165.6,0,0,0,0,1,0,0
1,1,1,2119.5,0,1,0,0,1,0,1
3,0,0,921.55,0,0,0,0,1,0,0
1,0,0,72.0,0,0,0,0,1,0,0
1,0,0,68.35,0,1,0,0,1,1,0
3,0,0,847.25,0,1,0,1,1,1,0
1,0,0,44.0,0,1,0,0,1,0,0
2,1,1,4295.35,0,0,1,0,1,0,0
1,0,0,135.0,0,1,1,0,1,1,1
1,0,0,1400.55,0,1,0,0,1,1,1
1,1,1,69.65,0,1,1,0,1,0,1
1,1,1,1380.4,0,1,0,0,1,0,0
1,1,1,1060.2,0,1,0,0,1,0,1
3,0,0,4386.2,0,0,0,0,1,0,0
1,1,1,86.0,0,1,0,1,1,0,1
2,0,1,5785.5,0,1,0,0,1,0,1
2,0,0,52.05,0,0,0,0,1,1,0
3,0,0,2018.4,1,1,0,0,1,1,0
1,1,0,79.45,0,1,0,0,0,1,1
2,0,0,2727.3,1,1,0,0,1,0,0
3,0,0,263.65,0,1,1,0,1,0,0
1,0,0,275.4,0,1,0,0,1,0,0
2,0,0,2816.65,1,1,0,1,0,1,1
2,0,0,538.5,0,0,1,0,1,1,0
3,0,0,948.9,0,0,1,0,1,0,0
1,0,0,846.8,0,1,1,0,1,1,0
1,1,1,4783.5,0,1,1,0,1,0,1
1,1,0,2997.45,0,1,0,1,0,1,0
3,0,0,5897.4,1,1,0,0,1,0,0
2,1,0,470.6,0,1,0,0,0,1,1
1,0,0,524.5,0,1,0,0,1,1,0
3,0,0,269.65,0,1,1,0,1,1,0
1,0,1,4740.0,0,1,0,0,1,1,1
1,0,0,2341.5,0,1,1,0,1,0,0
3,0,0,1789.65,0,0,0,1,1,1,0
3,0,0,1626.4,0,0,1,0,1,1,0
2,0,0,800.3,0,0,1,0,1,0,0
1,0,1,5060.85,0,1,0,1,1,1,0
1,0,0,1448.8,0,0,1,0,0,1,1
1,1,1,4254.85,0,0,1,0,1,1,1
1,0,0,466.6,0,0,0,0,1,0,0
3,0,1,4627.8,1,1,0,0,1,1,0
2,1,1,6838.6,0,0,0,0,1,0,0
1,1,1,85.0,0,1,0,0,1,1,0
1,1,1,1101.85,0,1,0,1,1,0,1
1,0,0,44.3,0,1,0,0,1,1,0
1,0,0,20.2,0,0,0,0,1,1,1
2,0,1,4297.6,0,1,0,0,1,0,0
1,0,0,414.1,0,0,0,0,1,1,0
1,0,0,256.6,0,0,0,0,0,1,0
1,0,1,3969.35,0,1,0,1,1,0,1
2,0,1,2274.1,1,1,0,0,1,0,0
1,1,0,1296.8,1,0,1,0,1,1,0
3,0,0,1268.85,0,1,0,0,1,1,0
3,0,1,8192.6,1,1,0,0,1,0,0
1,0,0,59.25,0,1,0,0,1,1,0
3,0,0,1147.85,0,0,1,0,1,1,0
3,0,0,4361.55,0,0,0,0,1,1,0
1,1,1,2006.1,0,1,0,1,1,0,0
